Text,sentiment
This product came to me stale.I would not oder candy again.I did not send it back and I should have.Will not buy again.,negative
"HAVE ORDERED THIS BRFORE AND THIS TIME JUST DOESNT SEEM AS FRESH. WHEN I OPENED , THE CONTENTS SEEMED STALE, BUT THE DATE ON THE PACKAGE WAS OCT2013.....COULD HAVE BEEN A PIN HOLE IN BAG AND I COULDN'T FIND IT.",negative
"I ordered a variety pack and received only peanut butter crackers. I'm in the Navy, underway, and it's unrealistic to mail the item back.  It didn't take long for the item to arrive (3 weeks+) but it will take a while to mail back.  It's quite annoying waiting for items in mail and receiving the wrong one!!!",negative
"I have type-2 diabetes and need a crunchy, tangy snack that isn't high in carbs.  Seapoint Farms wasabi edamame fill this bill perfectly:  they are nutritious, satisfy hunger, have great taste and texture, and combine protein with carbs, which diabetics need.  A very fine corn chip, potato chip or pretzel substitute for people with my condition.",positive
"...lousy packaging/storage.  While the food itself is wonderful and the cat loves it, Amazon really made a mess of my order.  When the cans were opened, the contents had separated into solid and liquid.  We tried to mix it together again, but the cat refused it.  I email the company and sent a picture along and they said it had been subjected to extreme heat and had cooked in the can.  It wasn't hot locally, so I believe it happened while in Amazon's hands.  Additionally, Amazon has been less then helpful in processing the return.<br /><br />So, buy the food for your cat if it likes it, but just not from Amazon.  Get it from a company that handles food products regularly; they probably know a lot more about keeping products edible.",negative
"Six weeks ago I bought this for $19.99, now it is priced at $49.99. What is going on? This is just wrong.",negative
If I could have given this product no stars I would have.  I don't know if the product was old or just a case of bad tea.  I opened both boxes (one for home and one for the office) or I would have returned the product.  The tea not only tasted bad but it smelled bad as well. I even had others try it and they had to throw the tea out as well.,negative
I don't like this as well as the plain corn flakes cereal.  I'll use this to make my granola. I bought this at Amazon.,positive
I got kcup machine for christmas and love it. But the price for them on Amazon is way too expensive. I just paid $32.26 for 80 Grn Mtn hazelnut form BJ's. I am an avid purchaser from Amazon and I own Amazon  stock. The company they have selling this is not doing anyone any favors!!!!!,positive
"I bought this product after reading about the benefits of it from ""First Magazine for Women."" I picked it up at Whole Foods for $5.99 and a total waste of money. The magazine touted it as good for weight loss, because the protein would fill you up and it had a lot of  B vitamins. The article said it was good spread on toast. Well the taste is very salty and extremely bitter. You could never spread enough on toast to be filling, because of the awful after taste of bitterness. Also, it is so expensive, you would have to buy a couple of jars a week if you did use it on a daily basis. The taste is like eating a combo of a bunch of anchovies and beef jerky. If you have to watch your sodium, you do not want this. I will not be buying it again.",negative
"Manuka (tea shrub) is a type of honey found in New Zealand and Australia. 16 is the UMF=Unique Manuka Factor which also can be found in factors of 12 and 20. The higher the UMF, the more medicinal value. Most honey sold in US are treated somehow either by filtering, diluting, blending, pasteurizing... which removes pollens which identify where the honey was produced and without pollens, honey has no medicinal value. This honey is so superior that once consumed, it helps allergies due to pollen content and more and externally can be applied to the skin to treat any condition. Wedderspoon is a quality brand from  New Zealand. You certainly pay a price but you do receive superior grade product when comparing to the worthless honey sold in grocery stores even when it is labelled as fancy grade A which hardly means anything since it may have come from China... Amazing taste of honey unlike any other honey. This is a superfood and a super medicine. double Bravo.<br /><br />Furthermore... After falling off my mountain bike time after time, I had to learn to deal with all the injuries and Neosporin was the first product I used and learned quickly that Neosporin can not be applied to wounds at all since after the body produces scab which is the natural healing process of the body tenting and covering the wound, applying Neosporin softened the scab, removed the scab, delayed the healing process of the wound which caused some scaring on my body. That was the last tube of Neosporin I ever used. Now, the only way that I treat any wound regardless of the size is 1) washing it with water 2)allowing it to dry for couple of minutes 3)applying Hibiclens few times a day for few days depending to the size of the wound 4)applying Manuka honey 5) applying almond and castor oil. Hibiclens is expensive but alcohol by itself although inexpensive, does more damage since it burns the skin and does more scaring. Manuka Honey is expensive but is the best healer of all. These are all expensive natural products but do the trick since help the scab do its job. Almond and castor oil help with removing any black spots, scars and moisturise my skin.",positive
"We tried a preparation containing bacillus thuringiensis (Bt) 10-15 years ago to kill grubs in the lawn.  It was a failure.  I later read that manufacturers were shipping dead preparations.  (Bt is a family of bacteria living naturally in soil.  The bacteria in the preparation must be live to be useful.)<br /><br />Now (June 2011) we had cabbage worms eating the leaves of our young Brussels sprout plants.  Extension services recommended Bt, so we bought this product.  It worked!  The directions are not very thorough, but the package is a very effective dust sprayer.  Shake the package, aim the orifice and give the bottle a good steady squeeze and you get a nice dust spray.  Focus on the new buds.  Our plants are doing fine without worm damage in the new growth a week after treatment.<br /><br />Bt breaks down in sunlight [...].  We sprayed the dust just before nightfall.",positive
"I like the taste of these.  They are soft on the inside and crispy on the outside. They are delicious at only one hundred calories and I can't say that about many other snacks. They come individually wrapped and I like to throw a couple into my purse for sudden hunger pangs after my gym workout.<br /><br />They are made with real blueberries and have none of the artificial taste some other snack products can have. They are very filling. I have been using this as my one snack of the day that doesn't involve fruit or other natural foods. If I need something fast each day, usually late afternoon, one of these takes care of me.<br /><br />Here are the nutritional facts from the side of the box for one box:<br /><br />Calories from Fat 15<br />%daily value<br />Total Fat 1.5g<br />Saturated Fat 0.5g<br />3%<br />Trans Fat 0g<br />Cholesterol 0mg<br />Sodium 115mg5%<br />Total Carbohydrate 18g6%<br />Dietary Fiber 2g8%<br />Sugars 8g<br />Protein 2g<br />Vitamin A<br />0%<br />Vitamin C<br />0%<br />Calcium 0%<br />Iron<br />2%<br />Folate<br />2%<br /><br />Now for the bad part.<br />I will not continue to buy these, as tasty and convenient as they are, due to the fact that they contain high fructose corn syrup which is an ingredient I try to avoid.<br />Studies have linked it to type II diabetes. I also try to avoid palm oil, another unhealthy ingredient in these. I will throw an apple in my purse for a snack from now on.",positive
These are our favorite bars - not too sweet and all natural. We order them by the bulk every time. The cranberries give them a bit of a tangy flavor which makes them just right. The almonds taste fresh and crunchy. Highly recommend them.,positive
"The biscuits seemed to be of good quality, the dogs loved them. The delivery was timely. I subscribed to this product, receiving it every month until I cancelled. The problem with the biscuits was that many were broken. At least one half of each box was broken or crumbled biscuits. The only boxes that weren't broken were the ones delivered a few days after I cancelled. Had they been delivered in good condition, I would have continued to buy these biscuits, but they were not in the condition they should have been.",negative
"Maybe it's just me, but I don't really like this seasoning all that much.  It's not that it tastes bad, but for Fajita Seasoning I'd expect it to have more kick.  I find myself reaching for the Taco Seasoning we bought from them instead, and adding some chili powder or black pepper as well.",negative
The Kay's Naturals protein crispy Parmesan  pack of 12 protein chips tasted aweful. I would not recommend them to anyone.,negative
"This was my third shipment of gunpowder green. The first two shipments were great. This one was worse than horrible. I had to throw it all away. I think they got it confused with the rotten, moldy tobacco.",negative
Not sure if they like the name or if the coffee is that great but this is my husband and grandson's favorite. It must be the coffee because I doubt that they'd be wanting more if it tasted that bad.,positive
"These are great!  BUT, the price went up 40% on last Subscribe & Save shipment.  Now it's back down to the normal price.  Very questionable pricing policy.",positive
"I bought these chips, and wanted to try if they were tasty. It sure is!  Unique and different flavor and the right thickness.<br /><br />It remains crunchy, spicy and flavorful with a hint of tabasco and paprika sauce for heat. There are some rice granules embedded with the tortilla chips. However, some of the spices are lacking from this chip. But I liked this very much.<br /><br />I would recommend this to anyone who wants to try a red beans and rice tortilla chips. Go ahead-- you can put other ingredients as nachos except the cheese.  Maybe some el pastor, shredded meat, tomatoes, etcetera.",positive
"Popchips are no ordinary chips. What's in them is as good as what's not in them.<br />No preservatives. No artificial flavors. No saturated fat. No gluten ingredients.<br />Popchips are thicker than ordinary chips. They're crunchy ,zesty, tasty, and not overly salty. I like that there's no greasy residue on my hands after eating some.<br /><br />The chips are uniform in size, strong enough to dip, and small enough to make double dipping unnecessary.<br />After sampling these for the first time, I'm looking forward to enjoying these great tasting and satisfying chips again.",positive
I love cappuccino from the gas station. It is sweet and a good pick me up. This tastes just like that! I love love love it. French vanilla and caramel yum yum yummy too. I highly recommend this item for those who love the sweet gas station cappuccinos. I like it sweet and creamy and that is what this is.,positive
"I think these had been sitting around in a warehouse for a long time, because it took them a long time to send it to me and, when I got it, the tea tasted like cardboard. I've had red rasberry leaf tea before, so I know it's not supposed to taste like this...",negative
I did not like this at all and cannot return the unused cans.  I'm sorry I wasted my money.,negative
"I made a basketball cake for my son and the instructions called for terra cotta icing color.  I was a little confused when I picked this item up, because the label on the dye shows a red color, nothing near ""true"" terra cotta, but the swatch (as seen left of the dye) shows terra cotta.  I went ahead and purchased this and wasted my time and money.  My icing came out pink and and grew closer to red as I added more dye.  I ended up using orange and various other colors to get my desired terra cotta coloring.",negative
"These just taste awful! Not at all like an authentic chai tea. They are very chemical tasting almost like faux sweetener. I despise aspartame sweetener and this tastes exactly like that except I don't know what is actually in the k cups as I don't recall there being ingredients on the box? If you like fake sweeteners, you'll love these.",negative
"Wolf brand chili is my favorite, but do not buy from this vendor. They are clearly packaging dented can they cannot sell. I received an intact package in which every can was dented.",negative
I love these chips. I have loved Salt & Vinegar potato chips for decades and these are the best. I've ordered the variety pack to try some of the other offerings from this company.,positive
"This is one of my favourite teas.  My mom had picked up some a couple summers ago so that I'd have some tea to drink while visiting her.  I've had a horrible time finding it locally.  I've been drinking Stash's black chai spice instead, which also makes a nice cuppa, but the black and green blend has a nice, gentle flavour that is just marvelous.",positive
Ordered this product before and contents were very soft and fresh.  This time contents were hard and dry.<br />I was very disappointed but my little puppy was even more disappointed.,negative
"I paid over $10.00 for a single 4 oz container. I was looking to buy bulk, and mistakenly assumed that for ten dollars, I would receive a 4 pk of non pareils. Clearly, I didn't read the product description carefully enough as only one container was received! I know these are sold (online and in stores) for much (much!!) less, so I would suggest checking other vendors on Amazon or elsewhere before purchasing.",negative
"I like the Keurig coffee system in general. Most of the coffee selections are OK, some are quite good. Among the very good, the Barrista Prima Columbian is far and away my favorite. Great taste, a medium to dark roast, with lots of full bodied complex flavor, much more so than any of the other Keurig coffees I have sampled (a bunch). Since it is Columbian, it doesn't have that intense sometimes unpleasant sensation that you get from African coffee. This coffee is what Keurig coffee should have been all along.<br /><br />Four stars instead of five due to the crazy high cost- almost a buck a cup! Admittedly, this particular coffee is worth it, but man! I think as Keurig gets more popular, they are going to stick it to us.<br /><br />P.S. Another good coffee is the Dunkin'Donuts K-cup, available at DD stores only I'm told, but very popular and quite tasty. The DD decaf is just as good for you decaf drinkers out there. And it is competitively priced, about $11.99 / 18 K-cups, as of this posting.",positive
"I always have a box of these in my cupboard. They keep their shape & texture in milk pretty well. I've only found 1 other cereal that I like more for bran buds. These are a cereal put out by Meijer stores & it has bran buds & barley. So now I have both in my cupboard. Very tasty! Warning though, these keep their shape in milk very well & are somewhat crunchy & hard as you chew them. So some people might have trouble eating these.",positive
"For a company who's name is ""Food Should Taste Good,"" they certainly do a poor job of practicing what they preach. I bought a couple bags of their lime torilla chips, and wasn't the least bit impressed. Granted, I only bought them because they were so cheap, and that was only because they had been marked 75% off (after being mark 50% off, and 25% off before that). Suffice it to say, it seems that I wasn't the first person to discover their horrible taste, otherwise people would have been buying them more regularly, and the Base Exchange wouldn't have been getting so desperate to get rid of them.<br /><br />Even with a gob of Tostitos cheese dip, the taste of these chips is barely tolerable.",negative
"I'm really glad that I've found Teeccino as a coffee substitute.  The caffeine was causing some real physical problems for me and using the herbal coffee has alevitated those problems.  Teeccino has a strong, robust flavor like coffee and even though I did have caffeine withdrawal, I have not sacrificed flavor.  Also, the monthly subscription has saved me a lot of money over health food store prices. Thanks Amazon!",positive
"buying candy in bulk is the only way to go!<br /><br />delicious! one of my favorite haribo candies. when this bad boy arrived, i partitioned it out into a few zip lock bags and ate away! candy arrived fresh and stayed fresh for as long as i cared for its freshness (zip lock bags, my friend!) after a few months of haribo frogs, i had to dump them for the next candy on my list.<br /><br />i would totally buy in bulk again. esp if you dont want to spend $3 on a small bag at the grocery store every weekend.",positive
"I've never had caviar before, but based on the glowing reviews and the cheap price, I thought I'd cross caviar of my bucket list. I love the flying fish roe that comes on sushi (though it's pretty tasteless, the little ""POP!"" of the eggs is addictive) and I love overly salty food (I regularly drink pickle juice), but this was F-I-S-H-Y. BLECH! The flavor was akin to fish skin that has sat on the counter all day. Others had mentioned the dye and for the cheap price, I wasn't too worried about that, but the purple flecks almost as big as the eggs themselves that appeared on the cracker were unnerving. This was so horridly fishy that I had one bite and that was enough for me. Growing up and still residing in the Pacific Northwest, I've eaten a LOT of fish in my life, but this was the most fishy thing I've ever eaten. It was like licking the sand at low tide. Maybe all caviar is like that, and if so, I don't know how anyone can eat it. So, if you like savoring the flavor of cod-liver oil, this is the stuff for you, but if you don't like a mouth full of the taste of whale ejaculate, steer clear!",negative
"I purchased this same coffee in Sams club for 39.99 for 80 cups, great deal at .50cents a cup.  The coffee was not very bold. Very weak. I had to use 2 at 4 ounces to get any flavor.  i won't buy it again.",negative
"I don't have an airbrush, but I used it to paint on the fondant with a brush. It did a great job, will be buying other colours.(That's how we spell it where I come from)",positive
"I don't what they were thinking on the sodium content of this sauce.  As if chicken wings already don't have enough flavor.  This sauce is terrible out of the bottle --  sure, it's mild -  not tangy at all, and so salty that it's just disgusting.  I ended up more than doubling the volume just to reduce the sodium content to a reasonable level -  added some apple cider vinegar, water, brown sugar, a couple tablespoons of honey - a little cornstarch as a thickener and cooked it up on the stove.  They should be selling the sauce I made because it's three times better than this stuff.",negative
"I would have given this a 5-star review in the past but my last shipment (October 2010) was extremely weak and didn't taste anything like it used to.  The k-cups didn't seem to have very much coffee in them.  They seemed very light when shaken as compared with the past.  I would also like to note that I have noticed this same problem on quite a few of the k-cups.  Also, they all taste very similar and not a good taste.  I had read that Green Mountain may have taken over some of the k-cup business for Timothy's, Caribou, etc. and maybe they have changed something.  For now, I will buy from BBB when they have a coupon and I can check the freshness code on the package.<br /><br />But, really I have gone back to using a french press which really doesn't take that long to make and has superior flavor.",negative
"Bought this to try it out and it's wonderful! Use it on tomatoes and mozzarella and you'll never go back to balsalmic vinegar again.  It clings to the tomatoes and cheese, so you don't need bread to get the flavor. Have purchased several and am sending to friends.",positive
I am sure it is my fault for not reading the description but these are gross.  I thought they were banana runts - they are far from it.,negative
"My cats love this fountain, which wa recived as a gift. I ordered the cartridges (hence this review) for it.  I have 2 other fountaisn of a different design, but they like this one best!  They don't have to bend down to drink! Stays clean, jsut wish the resevior was bigger so I didn't have to fill it so often!",positive
Excellent Peppermint tea - can't beat the price - would pay quite a bit more on store shelves...highly recommend the chamomile also,positive
"good taste, not a strong salty taste .I make a mixture of this with grated onions about one tea spoon. and smother a saltine cracker with creme fraiche or cream cheese and spread the caviar over the top.",positive
"I had used this litter on and off for a couple years without any real problems, like a lot of other reviewers. But - like several others - I have had insects come out of a box I have purchased. They are very small, white, and look like dust. But when you look closely, you see that the dust is moving and is actually alive! I first noticed them on the edges of one of the litter pans, so I dumped the litter and bleached the pan. I didn't suspect the insects were coming from the litter itself, so I refilled the pan with the Swheat Scoop. After a day or so, the bugs had spread to the other litter pans, and then I saw that they had spread to the floor because they were on the litter that the cats had kicked out onto the ground. They even spread to detergent bottles that had been set on the floor and were on the trash can and in the vacuum! Bleach, insecticide spray, soap...nothing worked! I had to hire a professional exterminator. He discovered that the source was indeed the Swheat Scoop because he checked the box that I had been using and found eggs and insects inside. He said they were a type of pantry pest that was feeding on the wheat.<br /><br />So - bottom line: even though this litter was good and I liked it, all the stress and money I had to spend because of one insect-infested box (and the GROSS factor) is, for me, not worth taking the chance on this product again!!!",negative
"A friend of mine gave me several of these Grove Square Cappuccino French Vanilla k cups!! Just loved them, but could not find them available in any local store. She told me she got them from Amazon.com. We fix it with a little bit of cream whip on top! Tastes just like you bought it from a coffee shop. Have ordered more, so I never run out. You will not be sorry if your purchase this item. I did order and try the Hazelnut, liked it but not as much as this.",positive
"The first tin I opened was partially melted, otherwise it is good quality chocolate. Unhappy and not sure where the problem occured. Pkg was left on my front step.",negative
"I ordered the Original flavor.  It tastes a lot like Alka Seltzer, only stronger.  This product works really well.  Taken at the dose on the label, I did feel more relaxed and less stressed.  Once it got in my system, it was almost like taking a sleeping pill, as I would get very sleepy within an hour or so of taking it.  The problem for me was that it seemed to build up within my system.  And the relaxed mellow state I started in soon became the fatigued energy-less state.  At first, I didn't realize that it was caused by this product.  But when I stopped taking it, the extreme fatigue did stop.  I'm giving this product five stars, because it works REALLY well.  But you do have to watch your own body and adjust your dosage accordingly.  I still take this product, but just not as often, and not on a regular schedule.  Maybe that's just me.  Do try it, but just be aware of what it can do.",positive
"We adopted our dog last summer and have tried various dog foods including the small breed formula from this same company. This is the one that our dog eats the best, and what comes out her other end is the easiest to deal with. No bad breath. Our dog scratches a lot and I was hoping this food would help that, but alas, no.<br /><br />If you sign up at Holistic Select's website they will email you coupons. So far I got one for $5 and one for $3. I don't know how (or if) to use them on amazon so sometimes I buy locally.<br /><br />This is small kibble suitable for small dogs. Don't know about big dogs. The pieces are flattish disks about 3/16"" thick and 3/8"" or so in diameter. They vary some.",positive
"I really like ChooChoo R Snacks Jerky, their quality is exceptional as I have stated in a previous review for their ""Big Slabs"" and their ""Country Cut"". But this Jerky which I got today with the soy sauce is really not my taste, it is absolutely salty, and the soy overpowers the meat flavor itself, and far as smoky flavor is concerned, there is none I can taste,the jerky is also unusually greasy, really coated in grease to be factual. I will personally only stick with ordering their ""Country Cut"" and their ""Big Slabs"" where you taste the good flavor of the meat, and the jerky is moist, but NOT greasy.",negative
"This tea smells good, but my entire family doesn't like the flavor.  It just doesn't seem to work and tastes terrible.  What a shame, since I really like the idea of this tea.  Just had to throw the box out!",negative
"This tea sounded great. I lived in the middle east and love the real moroccan mint tea. The real tea includes spearmint and green tea only. Honey is typically added. In this case all you can taste is lemon grass and the only hint of mint is peppermint, not spearmint. I really regret buying a whole case of this stuff. I would highly recommend buying Twinnings green tea with mint. It doesn't have ""Moroccan mint"" as a title, but it is a lot closer to the original namesake. Stash has a little bit of false advertising going on here. It should really be called lemon grass green tea with a picture of lemon grass on the box. It is anything but Moroccan.",negative
"People who take candy seriously are a vulnerable group.  So why name a straightforward candy ""nerds""?  It seems like you are poking fun at your supporters.  Especially for the sour ones (which are I think the best), the conventional thing would be to call them something like ""McGillicutty's"" and have a picture of a scowling Irishman.  The candy itself is just going to be sugar, corn syrup, stabilizers and some flavoring--the name is what gives you a sense of what it is.<br /><br />In general, the Wonka lines have been a depressing experience.  First, no one should have been so cynical as to use the name ""Willy Wonka"" for real candy.  It's like Fruit of the Loom having ""Thomas Jefferson"" briefs.  And I'll get back to that.  But second, the candy has consistently been uninventive, third rate, and with no particular appeal.  All it does is drag W.W.'s image into the ground as opposed to it being an inspiration.<br /><br />And as we all know, Wonka is now actually a part of Nestle's.  Now as someone previously in the candy business, I have to say that Nestle's main-line and high-quality line products in the candy/chocolate world are pretty good.  But as a company, Nestle is a nightmare--poisoning pets, starving babies.  If Nestle owned the real Willy Wonka factory, the Oompa-Loompas would turn out to be slaves.  I just can't understand a world in which Nestle owns the right to put out low grade candy and call it Willy Wonka.<br /><br />Willy Wonka represented the dream of doing good, being a child, and being honest.  That was why Charlie got the factory--because he precisely wasn't the kind of guy who would go far in Nestle's.  I feel like in this product, Nestle is basically saying to Charlie, ""you're a nerd!  Maybe you can work in the tech department programming the payroll computers!  But you sure as heck can't run the factory and we're not interested in any of your spacey ideas!""<br /><br />And one last thing--if you're my age, you've probably had to listen, more than you wanted to, to the song ""Nurds"" (the spelling was ""charmingly"" wrong) by the Roches.  Now if there's one thing you don't want associated with your candy product, it's roaches.  Animal contamination is always a real threat, and it's often not taken seriously enough.  So, Nestle, when you were done with your ethically-dubious activities in the third world, you somehow chose a name for a candy that would both spit in the face of Charlie Bucket and make the consumer queasy.  Who's running this show? [15]",negative
"We've long enjoyed this brand of chip, so when we began to think seriously about limiting out salt intake we were particularly pleased to find these.<br /><br />  Granted I bought them somewhat reluctantly because I'm a confirmed salt-aholic, generously sprinkling it on everything from eggs to green beans.  I was more than pleasantly surprised as these chips have a very satisfying robust taste and are crispy to boot.<br /><br />  How nice to be able to munch on these without worrying about too much salt.",positive
"<a href=""http://www.amazon.com/gp/product/B006IOKAA2"">San Francisco Bay Coffee One Cup, Rainforest Blend, 36-Count</a><br /><br />I tirelessly searched for an alternative to high priced K-Cups. Low and Behold I stumbled upon San Francisco Bay Coffee one cup for Keurig. The coffee is very flavorful the packaging uses less plastic which keeps me in good standing with my highly environmentally conscience girlfriend. I believe I ordered the coffee Sunday morning and I had it by Tuesday afternoon. What else can I say great coffee and quick shipping,what more could you want. Also saved with subscribe and save although that doesn't seem to allow you to change the flavor of your coffee from month to month. Oh well, live and learn.",positive
"For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby",positive
If u people want these that are not  stale and can get them for 5 bucks for 24 go to mill creek gas they got all the flavors and taste great,negative
"The candy was sugar free, i did not and still could not find the info on line regarding this.My boys had bad gas and felt sick after eating them . I had 6 and had the same problem...in the trash they went.",negative
"You know, I feel so guilty that I had been feeding this crap to my dog for 3+ years and I admit the only reason I did was because I didn't know any better and it was affordable. Why did I not put 2 and 2 together when he stared getting very dry, flaky skin, itchy paws, hot spots, red crusty sores and on top of all that - ear infections? When I started learning about the ingredients in dog food it really opened up my eyes. This food is a sham. They want you to believe it's chock full of beef and vegetables but it's not - it is full of corn (which is a an allergen), flours, fillers, artificial ingredients, fats and sugar with a little bit of beef and veg thrown in at the end. No wonder my dog was having so many problems with his health! I have since switched to higher quality foods with chicken, lamb or fish meal as it's first ingredient. I highly recommend these brands if you want your dog to thrive on healthy whole foods full of nutrients and flavor: California Natural, Innova, Canidae (the old formula), Merrick and Wellness Core. See http://www.dogfoodanalysis.com/ to research all brands of dog food.",negative
"This oil solidifies in my climate so I melt it down in the microwave and dissolve with a bit of water to hold a hair style. It's also a great for cooking.<br /><br />A little goes a long way, so I'm really getting the most out of this container!",positive
"I wish I could return it. Awful taste, ready to throw it in trash. don't waste your money on this.",negative
"These chocolates are my fav of all time!!!!!!!!!!!!! The package didnt arrive melted but neither frozen, it was in the right temperture to eat.",positive
This natural capsule is very easy to take and no after affects as in coming back up and having a foul taste in your mouth. Does not cause any type of heartburn and have lost a little weight wich is a good plus. Feeling great and more energy.,positive
Baked some chicken breasts coated in this seasoning.  It tasted great.  Next time I think I will flatten the breasts so will flavor will be stronger.,positive
"I bought this Item 3 Days ago , and i just checked it after I ve seen countless Yellow jackets and wasps and bees go by it without giving it the time of day .It was empty Not one creature in there at all .. so what basically is it suppose to trap?? my Imagination????<br />Dont bother",negative
"It's probably my bad that I didn't see 'sugar' listed as one of the ingredients. I'm happy that this product is BPA free which I don't see many rice cereal explicitly saying that. If people want to feed sugar to their kids they can add separately, I just don't understand why they add sugar to this baby food. I haven't returned it yet but I will. I end up making my own rice cereal which I found how-to on the web. If anyone is interested, you can go to [...]",negative
Don't know why this is here as I never purchased this item.,negative
"These are so gritty and bad tasting! They're cheaper than Mission, but not at all worth the money saved.  Make sure you fill them with bold food to mask the taste.",negative
"as a post-bariatric surgery patient-protein is key to my success.  i have tried several different drinks w/ a variety of content & taste and Click is by far the best i have experienced.  i admit i am addicted, i keep it on hand both the canisters and the individual packs for traveling.  i refuse to be without it.  i order 2 canisters at a time and when i get down to one-i order 2 more-that way i never run out.",positive
"Going on a regular basis to Holland, I got to know the Philips Senseo coffee machine well. I even have one in my condo overthere. Since I knew that the machine was introduced in North America I tried to buy one in Canada. But no such luck, the machine is only available in the USA, too bad. I bought one in the US, including the whole stock of Douwe Egberts dark roast coffee pods in the local U.S. Wall Mart. I thought that I could order more supply over the internet only to find out that shipping is only available in the U.S. Shame on  Philips and Douwe Egberts for not introducing the machine and the coffee in Canada as well.<br /><br />I can really recommend the dark roast coffee pods, the machine works very well, but I would even be more happy if I could go to my own (Canadian) store and buy the stuff instead of asking my mom to bring the coffee from Holland, where they have by the way more coffee varieties such as mocca, French vanilla etc.<br /><br />Henny de Gruijter,<br /><br />Sooke B.C., Canada",positive
Tried this coffee for the first time when I got it from a friend. Nope. Not going there again. I found it too bitter and it tastes like its namesake.,negative
"I had really high hopes for these, but I tasted them and so did another family member, and have come to the conclusion that these are horrible tasting.  Not the texture I expected at all... just tiny little flakes with little, but bad, flavor in it.  I am not fussy at all with my foods, I'll eat about anything but these, I need to give away or feed to the birds.  Sorry,1 star.  I would still be up to trying other varieties though...",negative
"Magnesium deficiency can affect all aspects of health. I have tried various magnesium supplements, and this is my favorite. I feel, as the label says in bold letters, more CALM when I take this. There is less muscle tension in my body. I enjoy the taste as well, mixed with just 3-4 ounces of hot water, for a soothing warm lemon drink. I often take this with my calcium hydroxyapatite supplements, since both will work better together.<br /><br />Down sides: Need to be careful when making it, or it will fizz itself up and out of your cup. Also, if you get loose stools, adjust your dose down because it means you are taking more than you can absorb. Unfortunately, this is also a sign that your body isn't ABLE to absorb magnesium properly, in which case you may need to look into temporary IV or topical formulas until this is addressed.",positive
"I don't know if it was the case of chips we received or what, but everyone we allowed to sample the chips (in a buffet style setting) agreed that these were slightly on the salty side.<br />One person jokingly stated that these would be terrific for melting ice and snow, due to the amount of salt in these.<br /><br />We had ordered these with the expectations that these would be similar to the Lay's Kettle Mesquite Potato Chips, but these Kettle brands outback bbq chips are the exact opposite.<br /><br />Sorry folks, we just had better expectations from these chips but they a little on the on the salty side.<br /><br />We are still looking forward to Amazon finally getting the Lay's Kettle Mesquite Potato Chips in stock.<br />These got a 2 star, because the bbq powder they had used on these were flavorful enough to be unique.",negative
"The best tasting K-Cups out there. It is like drinking an amazing dessert, but without the calories! Always stocked in the pantry.",positive
Was at a restaurant in Wisconsin and they served this tea.  I was certain I could find it in the store when I got home.  No such luck.  Then I searched Amazon and there it was!  Love this tea!,positive
"This isn't quite what's claimed.  it's not Sassafras bark chopped small for tea-making; It's an infused black tea tasting and smelling of sassafras.  And it's terrific, all the bouquet of sassafras in a sustained taste and smell, a unique taste and a natural sweetness.",positive
THIS WILL EASILY BEAT ANY STARTBUCKS COFFEE OUT THERE.<br /><br />TRUE BARGAIN IF YOU ASK ME ! GET A BAG ! AND TREAT YOURSELF RIGHT !,positive
"These berries are probably my first favorite dried berry. I eat them straight but they also mix well with other dried berries.  They have a subtle sweet/slightly tart taste. I don't know how it is for other people, but after I eat some there is even a slightly salty aftertaste. Not in a bad way though. They don't exactly rehydrate in tea, but do get a little moist and chewy. Overall I think these berries will be a regular purchase for me.",positive
"Superb coffee.  We like dark, rich, flavorful coffee - but hate acidic taste that seems to come along with most full-bodied coffees.  This one is great.  Ordering more (and more, and more)",positive
"Tastes like a dark or french coffee with a vaguely chemical taste. Not horrible but not good either. Paid $21 for 4 bags, worth about 1/2 that.",negative
"I have used this dog food for years.  About a year ago they reduced the size of the bag and increased the price.  I continued to buy it.  No one told me there was any change in formula.  My elderly dog started getting hot spots and vomiting yellow stuff. I thought it was just an upset tummy. The vet treated her with antacids and cortizone creams. My poor dog has been through a lousy time.  She was drinking massive amounts of water. I had her kindeys and blood sugar checked.  She was ok there.  Last month, I changed her to California Naturals because it costs less and I can get it at a cheaper store. She has stopped vomiting and doesn't drink as much water.  I didn't even think about it, until I was reading the reviews online and saw the same symptoms in other people's dogs.  I will not go back to Canadae.  Keep away from this crappy dog food.  If your dog is the least bit sensitive, it will create toxic effects for your dog. It is poisonious to those dogs with allergies.",negative
